Identifier,MergeCode,Country,ISO,Reg,Inc,Source,Calendar year (nearest),Problem 1: Data Not Credible,Problem 2: Cannot Exclude Resource Revenue Tax Categories,Problem 3: Data is of Questionable Analytical Comparability,Problem 4: Cannot Exclude Resource Revenue from Sub-Components of Total Tax Revenue,"Treat with Caution 1: Un-excluded Resource Revenue are Marginal, but Non-Negligible",Treat With Caution 2: Data of somewhat questionable quality,Revenue including social contributions,Revenue excluding social contributions,Revenue excluding Grants (including social contributions),Revenue excluding grants and social contributions,Total Resource Revenue,Total Non-Resource Revenue including social contributions,Taxes including social contributions,Taxes excluding social contributions,Resource taxes,Non-Resource tax including social contributions,Non-resource tax excluding social contributions,Direct taxes including social contributions and resource revenue,"Direct taxes including social contributions, excluding resource revenue","Direct taxes excluding social contributions, including resource revenue",Direct taxes excluding social contributions and resource revenue,"Taxes on income, profits, and capital gains ","Resource Component of Taxes on income, profits, and capital gains","Non-resource component of taxes on income, profits, and capital gains",Individuals ,Corporations and other enterprises ,Resource Component of Corporations and other enterprises,Non-resource component of Corporations and other enterprises,Taxes on payroll and workforce,Taxes on property,Indirect,Resource Component of Indirect,Non-Resource Component of Indirect Tax,"Taxes on goods and services,                Total","Taxes on goods and services, of which Taxes on Sales","Taxes on goods and services, of which Excises","Taxes on international trade and transactions, Total",Taxes on international trade and transactions Of which Import,Taxes on international trade and transactions Of which Export,Other taxes,Consolidated Non-Tax Revenue,Non-Resource Component of Non-Tax,Resources Component of Non-Tax,Social contributions,Grants,.,TotRev,TotTax,TotNonTax,Direct,Income,Indiv,Corp,Indirect,GS,Trade,Prob1,Prob2,Prob3,Prob4,twc1,twc2
TUN1986,0,Tunisia,TUN,4,3,IMF Country Report,1986,,,,,,,31.01%,,30.96%,,3.99%,26.97%,23.97%,,0.00%,23.97%,,,,,,,,,,,,,,,,,,,,,7.74%,,,,7.05%,3.06%,3.99%,,0.05%,,,,,,,,,,,7.74%,,,,,,
TUN1987,0,Tunisia,TUN,4,3,IMF Country Report,1987,,,,,,,28.99%,,28.80%,,4.01%,24.80%,21.57%,,0.00%,21.57%,,,,,,,,,,,,,,,,,,,,,7.19%,,,,7.23%,3.23%,4.01%,,0.18%,,,,,,,,,,,7.19%,,,,,,
TUN1988,0,Tunisia,TUN,4,3,IMF Country Report,1988,,,,,,,28.95%,,28.63%,,4.10%,24.53%,21.13%,,0.00%,21.13%,,,,,,,,,,,,,,,,,,,,,7.71%,,,,7.49%,3.40%,4.10%,,0.32%,,,,,,,,,,,7.71%,,,,,,
TUN1989,0,Tunisia,TUN,4,3,IMF Country Report,1989,,,,,,,29.27%,,27.90%,,3.75%,24.15%,21.52%,,0.00%,21.52%,,,,,,,,,,,,,,,,,,,,,7.78%,,,,6.39%,2.63%,3.75%,,1.36%,,,,,,,,,,,7.78%,,,,,,
TUN1990,0,Tunisia,TUN,4,3,IMF Country Report,1990,,,,,,,28.36%,,27.77%,,3.32%,24.45%,21.55%,,0.00%,21.55%,,,,,,3.42%,0.00%,3.42%,,,,,,,,,,,,,7.51%,,,,6.21%,2.89%,3.32%,,0.59%,,,,,,3.42%,,,,,7.51%,,,,,,
TUN1991,0,Tunisia,TUN,4,3,IMF Country Report,1991,,,,,,,26.93%,,26.68%,,1.94%,24.74%,21.98%,,0.00%,21.98%,,,,,,3.82%,0.00%,3.82%,,,,,,,,,,,,,7.27%,,,,4.70%,2.76%,1.94%,,0.25%,,,,,,3.82%,,,,,7.27%,,,,,,
TUN1992,0,Tunisia,TUN,4,3,IMF Country Report,1992,,,,,,,27.25%,24.07%,26.89%,23.85%,1.97%,24.92%,21.90%,18.85%,0.00%,21.90%,18.85%,,,,,3.74%,0.00%,3.74%,,,,,,,,,,,,,4.52%,,,,4.99%,3.04%,1.97%,3.18%,0.38%,,23.85%,18.85%,4.99%,,3.74%,,,,,4.52%,,,,,,
TUN1993,0,Tunisia,TUN,4,3,IMF Country Report,1993,,,,,,,28.09%,24.91%,27.76%,24.58%,2.31%,25.45%,22.44%,19.25%,0.43%,22.01%,18.82%,8.45%,8.02%,5.26%,4.83%,4.36%,0.43%,3.93%,,,,,0.36%,0.54%,13.99%,0.00%,13.99%,9.01%,5.27%,2.99%,4.54%,4.41%,0.06%,0.44%,5.32%,,,3.19%,0.33%,,24.58%,18.82%,5.75%,4.83%,3.93%,,,13.99%,9.01%,4.54%,,,,,,
TUN1994,0,Tunisia,TUN,4,3,IMF Country Report,1994,,,,,,,29.03%,25.10%,28.66%,24.73%,2.26%,26.40%,22.96%,19.03%,0.23%,22.73%,18.80%,8.90%,8.67%,4.97%,4.74%,4.26%,0.23%,4.02%,,,,,0.34%,0.38%,14.07%,0.00%,14.07%,9.19%,4.96%,3.41%,4.47%,4.32%,0.06%,0.41%,5.69%,,,3.93%,0.37%,,24.73%,18.80%,5.92%,4.74%,4.02%,,,14.07%,9.19%,4.47%,,,,,,
TUN1995,0,Tunisia,TUN,4,3,IMF Country Report,1995,,,,,,,27.79%,23.64%,27.46%,23.31%,1.94%,25.52%,22.93%,18.79%,0.31%,22.62%,18.47%,9.19%,8.88%,5.04%,4.73%,4.34%,0.31%,4.03%,,,,,0.33%,0.37%,13.78%,0.00%,13.78%,8.87%,4.84%,3.21%,4.38%,4.25%,0.05%,0.52%,4.52%,,,4.15%,0.24%,,23.31%,18.47%,4.84%,4.73%,4.03%,,,13.78%,8.87%,4.38%,,,,,,
TUN1996,0,Tunisia,TUN,4,3,IMF Country Report,1996,,,,,,,28.18%,23.37%,27.93%,23.12%,1.72%,26.21%,23.05%,18.25%,0.23%,22.83%,18.02%,9.81%,9.59%,5.01%,4.78%,4.29%,0.23%,4.06%,,,,,0.37%,0.35%,13.24%,0.00%,13.24%,8.95%,4.87%,3.10%,3.77%,3.69%,0.04%,0.51%,4.88%,,,4.81%,0.20%,,23.12%,18.02%,5.10%,4.78%,4.06%,,,13.24%,8.95%,3.77%,,,,,,
TUN1997,0,Tunisia,TUN,4,3,IMF Country Report,1997,,,,,,,26.15%,21.83%,25.86%,21.53%,1.04%,24.82%,22.77%,18.44%,0.27%,22.50%,18.17%,9.86%,9.59%,5.53%,5.26%,4.85%,0.27%,4.58%,,,,,0.34%,0.34%,12.91%,0.00%,12.91%,9.21%,5.10%,3.15%,3.21%,3.13%,0.05%,0.50%,3.09%,,,4.33%,0.29%,,21.53%,18.17%,3.36%,5.26%,4.58%,,,12.91%,9.21%,3.21%,,,,,,
TUN1998,0,Tunisia,TUN,4,3,IMF Country Report,1998,,,,,,,28.54%,24.05%,26.50%,22.01%,1.14%,25.35%,23.70%,19.21%,0.21%,23.49%,19.01%,10.31%,10.11%,5.82%,5.62%,5.21%,0.21%,5.01%,,,,,0.28%,0.33%,13.38%,0.00%,13.38%,9.82%,5.81%,3.12%,3.02%,2.99%,0.04%,0.54%,2.80%,,,4.49%,0.36%,,22.01%,19.01%,3.00%,5.62%,5.01%,,,13.38%,9.82%,3.02%,,,,,,
TUN1999,0,Tunisia,TUN,4,3,IMF Country Report,1999,,,,,,,26.70%,22.22%,26.39%,21.91%,0.91%,25.48%,23.61%,19.13%,0.15%,23.46%,18.98%,10.23%,10.08%,5.75%,5.60%,5.10%,0.15%,4.95%,,,,,0.29%,0.36%,13.39%,0.00%,13.39%,10.04%,5.97%,3.15%,2.69%,2.66%,0.03%,0.66%,2.78%,,,4.48%,0.30%,,21.91%,18.98%,2.93%,5.60%,4.95%,,,13.39%,10.04%,2.69%,,,,,,
TUN2000,0,Tunisia,TUN,4,3,IMF Country Report,2000,,,,,,,26.79%,22.17%,25.91%,21.28%,0.44%,25.47%,23.60%,18.98%,0.10%,23.50%,18.87%,10.51%,10.40%,5.88%,5.78%,5.27%,0.10%,5.17%,,,,,0.25%,0.35%,13.23%,0.00%,13.23%,10.12%,5.99%,3.22%,2.56%,2.54%,0.02%,0.54%,2.31%,,,4.62%,0.38%,,21.28%,18.87%,2.41%,5.78%,5.17%,,,13.23%,10.12%,2.56%,,,,,,
TUN2001,0,Tunisia,TUN,4,3,GFS,2001,,,,,,,26.91%,22.36%,26.66%,22.11%,,,24.15%,19.60%,0.00%,24.15%,19.60%,11.07%,11.07%,6.52%,6.52%,5.76%,0.00%,5.76%,3.63%,2.13%,0.00%,2.13%,0.34%,0.42%,13.08%,0.00%,13.08%,9.94%,,2.73%,2.76%,2.73%,0.03%,0.38%,2.51%,,,4.55%,0.25%,,22.11%,19.60%,2.51%,6.52%,5.76%,3.63%,2.13%,13.08%,9.94%,2.76%,,,,,,
TUN2002,0,Tunisia,TUN,4,3,GFS,2002,,,,,,,27.54%,22.84%,27.18%,22.48%,,,24.24%,19.54%,0.00%,24.24%,19.54%,11.52%,11.52%,6.82%,6.82%,6.15%,0.00%,6.15%,3.69%,2.46%,0.00%,2.46%,0.25%,0.42%,12.72%,0.00%,12.72%,9.85%,,2.78%,2.40%,2.37%,0.03%,0.47%,2.94%,,,4.70%,0.36%,,22.48%,19.54%,2.94%,6.82%,6.15%,3.69%,2.46%,12.72%,9.85%,2.40%,,,,,,
TUN2003,0,Tunisia,TUN,4,3,GFS,2003,,,,,,,27.01%,21.97%,26.79%,21.76%,,,23.78%,18.75%,0.00%,23.78%,18.75%,11.91%,11.91%,6.87%,6.87%,6.15%,0.00%,6.15%,3.70%,2.45%,0.00%,2.45%,0.33%,0.38%,11.87%,0.00%,11.87%,9.50%,,2.70%,2.05%,2.03%,0.02%,0.32%,3.01%,,,5.03%,0.22%,,21.76%,18.75%,3.01%,6.87%,6.15%,3.70%,2.45%,11.87%,9.50%,2.05%,,,,,,
TUN2004,0,Tunisia,TUN,4,3,GFS,2004,,,,,,,26.69%,21.96%,26.51%,21.78%,,,23.40%,18.67%,0.00%,23.40%,18.67%,11.57%,11.57%,6.84%,6.84%,6.14%,0.00%,6.14%,3.70%,2.44%,0.00%,2.44%,0.31%,0.38%,11.84%,0.00%,11.84%,9.50%,6.25%,2.63%,1.94%,,,0.40%,3.10%,,,4.73%,0.19%,,21.78%,18.67%,3.10%,6.84%,6.14%,3.70%,2.44%,11.84%,9.50%,1.94%,,,,,,
TUN2005,0,Tunisia,TUN,4,3,GFS,2005,,,,,,,26.32%,21.72%,26.15%,21.56%,,,23.48%,18.88%,0.00%,23.48%,18.88%,12.17%,12.17%,7.57%,7.57%,6.89%,0.00%,6.89%,3.64%,3.25%,0.00%,3.25%,0.27%,0.41%,11.31%,0.00%,11.31%,9.16%,5.93%,2.51%,1.76%,1.74%,0.02%,0.39%,2.68%,,,4.60%,0.17%,,21.56%,18.88%,2.68%,7.57%,6.89%,3.64%,3.25%,11.31%,9.16%,1.76%,,,,,,
TUN2006,0,Tunisia,TUN,4,3,GFS,2006,,,,,,,26.52%,21.70%,26.41%,21.59%,,,23.33%,18.51%,0.00%,23.33%,18.51%,12.36%,12.36%,7.54%,7.54%,6.79%,0.00%,6.79%,3.75%,3.04%,0.00%,3.04%,0.30%,0.45%,10.97%,0.00%,10.97%,8.87%,5.80%,2.35%,1.66%,1.63%,0.02%,0.45%,3.08%,,,4.82%,0.11%,,21.59%,18.51%,3.08%,7.54%,6.79%,3.75%,3.04%,10.97%,8.87%,1.66%,,,,,,
TUN2007,0,Tunisia,TUN,4,3,GFS,2007,,,,,,,27.05%,22.15%,26.98%,22.07%,,,23.98%,19.07%,0.00%,23.98%,19.07%,13.06%,13.06%,8.15%,8.15%,7.42%,0.00%,7.42%,3.91%,3.51%,0.00%,3.51%,0.30%,0.43%,10.92%,0.00%,10.92%,8.77%,5.75%,2.31%,1.66%,1.61%,0.04%,0.49%,3.00%,,,4.91%,0.08%,,22.07%,19.07%,3.00%,8.15%,7.42%,3.91%,3.51%,10.92%,8.77%,1.66%,,,,,,
TUN2008,0,Tunisia,TUN,4,3,GFS,2008,,,,,,,29.52%,24.41%,29.17%,24.06%,,,25.59%,20.48%,0.00%,25.59%,20.48%,14.05%,14.05%,8.94%,8.94%,8.25%,0.00%,8.25%,3.88%,4.37%,0.00%,4.37%,0.26%,0.43%,11.67%,0.00%,11.67%,9.27%,6.41%,2.17%,1.75%,1.70%,0.05%,0.66%,3.58%,,,5.11%,0.35%,,24.06%,20.48%,3.58%,8.94%,8.25%,3.88%,4.37%,11.67%,9.27%,1.75%,,,,,,
TUN2009,0,Tunisia,TUN,4,3,GFS,2009,,,,,,,28.86%,23.03%,28.56%,22.73%,,,25.80%,19.98%,0.00%,25.80%,19.98%,14.45%,14.45%,8.63%,8.63%,7.89%,0.00%,7.89%,4.04%,3.85%,0.00%,3.85%,0.29%,0.45%,11.35%,0.00%,11.35%,9.13%,6.18%,2.14%,1.68%,1.65%,0.03%,0.54%,2.75%,,,5.83%,0.30%,,22.73%,19.98%,2.75%,8.63%,7.89%,4.04%,3.85%,11.35%,9.13%,1.68%,,,,,,
TUN2010,0,Tunisia,TUN,4,3,GFS,2010,,,,,,,29.11%,22.95%,29.02%,22.87%,,,26.29%,20.14%,0.00%,26.29%,20.14%,14.90%,14.90%,8.74%,8.74%,7.98%,0.00%,7.98%,4.12%,3.86%,0.00%,3.86%,0.32%,0.45%,11.40%,0.00%,11.40%,9.11%,6.39%,2.01%,1.81%,1.78%,0.03%,0.47%,2.73%,,,6.15%,0.09%,,22.87%,20.14%,2.73%,8.74%,7.98%,4.12%,3.86%,11.40%,9.11%,1.81%,,,,,,
TUN2011,0,Tunisia,TUN,4,3,GFS,2011,,,,,,,32.95%,24.90%,32.63%,24.58%,,,29.18%,21.13%,0.00%,29.18%,21.13%,18.02%,18.02%,9.97%,9.97%,9.18%,0.00%,9.18%,4.47%,4.71%,0.00%,4.71%,0.33%,0.46%,11.16%,0.00%,11.16%,9.01%,6.35%,1.98%,1.66%,1.64%,0.03%,0.49%,3.45%,,,8.05%,0.32%,,24.58%,21.13%,3.45%,9.97%,9.18%,4.47%,4.71%,11.16%,9.01%,1.66%,,,,,,
TUN2012,0,Tunisia,TUN,4,3,GFS,2012,,,,,,,32.14%,23.96%,31.25%,23.06%,,,29.22%,21.04%,0.00%,29.22%,21.04%,17.54%,17.54%,9.36%,9.36%,8.58%,0.00%,8.58%,4.51%,4.07%,0.00%,4.07%,0.32%,0.46%,11.68%,0.00%,11.68%,9.35%,6.61%,2.02%,1.89%,1.86%,0.03%,0.44%,2.02%,,,8.18%,0.90%,,23.06%,21.04%,2.02%,9.36%,8.58%,4.51%,4.07%,11.68%,9.35%,1.89%,,,,,,
TUN2013,0,Tunisia,TUN,4,3,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR1980,1,Turkey,TUR,2,3,OECD Tax Statistics,1980,,,,,,,,,,,,,13.41%,11.53%,0.00%,13.41%,11.53%,9.56%,9.56%,7.67%,7.67%,6.94%,0.00%,6.94%,5.84%,0.56%,0.00%,0.56%,0.00%,0.73%,3.84%,0.00%,3.84%,2.33%,,1.61%,1.10%,1.03%,0.00%,0.41%,,,,1.89%,,,,11.53%,,7.67%,6.94%,5.84%,0.56%,3.84%,2.33%,1.10%,,,,,,
TUR1981,1,Turkey,TUR,2,3,OECD Tax Statistics,1981,,,,,,,,,,,,,13.65%,11.86%,0.00%,13.65%,11.86%,9.75%,9.75%,7.96%,7.96%,7.21%,0.00%,7.21%,5.55%,1.21%,0.00%,1.21%,0.00%,0.75%,3.89%,0.00%,3.89%,2.30%,,1.63%,1.10%,1.04%,0.00%,0.49%,,,,1.79%,,,,11.86%,,7.96%,7.21%,5.55%,1.21%,3.89%,2.30%,1.10%,,,,,,
TUR1982,1,Turkey,TUR,2,3,OECD Tax Statistics,1982,,,,,,,,,,,,,13.80%,11.91%,0.00%,13.80%,11.91%,9.96%,9.96%,8.06%,8.06%,7.34%,0.00%,7.34%,5.42%,1.57%,0.00%,1.57%,0.00%,0.72%,3.84%,0.00%,3.84%,2.36%,,1.72%,1.33%,1.24%,0.00%,0.15%,,,,1.89%,,,,11.91%,,8.06%,7.34%,5.42%,1.57%,3.84%,2.36%,1.33%,,,,,,
TUR1983,1,Turkey,TUR,2,3,OECD Tax Statistics,1983,,,,,,,,,,,,,12.58%,10.68%,0.00%,12.58%,10.68%,8.74%,8.74%,6.84%,6.84%,6.22%,0.00%,6.22%,4.93%,1.21%,0.00%,1.21%,0.00%,0.62%,3.84%,0.00%,3.84%,2.23%,,1.56%,1.43%,1.34%,0.00%,0.19%,,,,1.90%,,,,10.68%,,6.84%,6.22%,4.93%,1.21%,3.84%,2.23%,1.43%,,,,,,
TUR1984,1,Turkey,TUR,2,3,OECD Tax Statistics,1984,,,,,,,,,,,,,10.51%,8.68%,0.00%,10.51%,8.68%,7.15%,7.15%,5.32%,5.32%,4.82%,0.00%,4.82%,3.84%,0.98%,0.00%,0.98%,0.00%,0.50%,3.36%,0.00%,3.36%,1.58%,,1.25%,1.36%,1.33%,0.00%,0.43%,,,,1.83%,,,,8.68%,,5.32%,4.82%,3.84%,0.98%,3.36%,1.58%,1.36%,,,,,,
TUR1985,1,Turkey,TUR,2,3,OECD Tax Statistics,1985,,,,,,,,,,,,,11.53%,9.88%,0.00%,11.53%,9.88%,6.44%,6.44%,4.80%,4.80%,4.27%,0.00%,4.27%,3.18%,1.09%,0.00%,1.09%,0.00%,0.53%,5.09%,0.00%,5.09%,3.30%,2.58%,0.44%,0.85%,0.85%,0.00%,0.93%,,,,1.65%,,,,9.88%,,4.80%,4.27%,3.18%,1.09%,5.09%,3.30%,0.85%,,,,,,
TUR1986,1,Turkey,TUR,2,3,OECD Tax Statistics,1986,,,,,,,,,,,,,12.98%,11.21%,0.00%,12.98%,11.21%,7.21%,7.21%,5.44%,5.44%,5.02%,0.00%,5.02%,3.46%,1.56%,0.00%,1.56%,0.00%,0.43%,5.77%,0.00%,5.77%,3.29%,2.87%,0.10%,0.77%,0.77%,0.00%,1.72%,,,,1.77%,,,,11.21%,,5.44%,5.02%,3.46%,1.56%,5.77%,3.29%,0.77%,,,,,,
TUR1987,1,Turkey,TUR,2,3,OECD Tax Statistics,1987,,,,,,,,,,,,,14.06%,11.82%,0.00%,14.06%,11.82%,7.70%,7.70%,5.46%,5.46%,5.01%,0.00%,5.01%,3.50%,1.51%,0.00%,1.51%,0.00%,0.45%,6.36%,0.00%,6.36%,3.62%,3.21%,0.10%,0.88%,0.88%,0.00%,1.87%,,,,2.24%,,,,11.82%,,5.46%,5.01%,3.50%,1.51%,6.36%,3.62%,0.88%,,,,,,
TUR1988,1,Turkey,TUR,2,3,OECD Tax Statistics,1988,,,,,,,,,,,,,13.22%,11.23%,0.00%,13.22%,11.23%,6.89%,6.89%,4.89%,4.89%,4.53%,0.00%,4.53%,3.14%,1.39%,0.00%,1.39%,0.00%,0.37%,6.33%,0.00%,6.33%,3.44%,2.92%,0.09%,0.76%,0.76%,0.00%,2.14%,,,,1.99%,,,,11.23%,,4.89%,4.53%,3.14%,1.39%,6.33%,3.44%,0.76%,,,,,,
TUR1989,1,Turkey,TUR,2,3,OECD Tax Statistics,1989,,,,,,,,,,,,,13.87%,11.43%,0.00%,13.87%,11.43%,7.78%,7.78%,5.34%,5.34%,5.00%,0.00%,5.00%,3.66%,1.33%,0.00%,1.33%,0.00%,0.34%,6.09%,0.00%,6.09%,3.19%,2.57%,0.09%,0.73%,0.73%,0.00%,2.18%,,,,2.45%,,,,11.43%,,5.34%,5.00%,3.66%,1.33%,6.09%,3.19%,0.73%,,,,,,
TUR1990,1,Turkey,TUR,2,3,OECD Tax Statistics,1990,,,,,,,,,,,,,14.91%,11.98%,0.00%,14.91%,11.98%,8.26%,8.26%,5.33%,5.33%,4.99%,0.00%,4.99%,3.99%,1.00%,0.00%,1.00%,0.00%,0.34%,6.65%,0.00%,6.65%,3.45%,2.73%,0.13%,0.72%,0.72%,0.00%,2.49%,,,,2.93%,,,,11.98%,,5.33%,4.99%,3.99%,1.00%,6.65%,3.45%,0.72%,,,,,,
TUR1991,1,Turkey,TUR,2,3,OECD Tax Statistics,1991,,,,,,,,,,,,,15.61%,12.55%,0.00%,15.61%,12.55%,8.84%,8.84%,5.77%,5.77%,5.43%,0.00%,5.43%,4.48%,0.95%,0.00%,0.95%,0.00%,0.35%,6.77%,0.00%,6.77%,3.95%,3.15%,0.13%,0.61%,0.61%,0.00%,2.21%,,,,3.06%,,,,12.55%,,5.77%,5.43%,4.48%,0.95%,6.77%,3.95%,0.61%,,,,,,
TUR1992,1,Turkey,TUR,2,3,OECD Tax Statistics,1992,,,,,,,,,,,,,16.68%,13.28%,0.00%,16.68%,13.28%,9.17%,9.17%,5.77%,5.77%,5.43%,0.00%,5.43%,4.65%,0.78%,0.00%,0.78%,0.00%,0.34%,7.52%,0.00%,7.52%,4.36%,3.27%,0.19%,0.60%,0.60%,0.00%,2.55%,,,,3.40%,,,,13.28%,,5.77%,5.43%,4.65%,0.78%,7.52%,4.36%,0.60%,,,,,,
TUR1993,1,Turkey,TUR,2,3,OECD Tax Statistics,1993,,,,,,,,,,,,,16.87%,13.54%,0.00%,16.87%,13.54%,9.08%,9.08%,5.76%,5.76%,5.39%,0.00%,5.39%,4.57%,0.82%,0.00%,0.82%,0.00%,0.36%,7.79%,0.00%,7.79%,4.71%,3.53%,0.24%,0.65%,0.65%,0.00%,2.42%,,,,3.32%,,,,13.54%,,5.76%,5.39%,4.57%,0.82%,7.79%,4.71%,0.65%,,,,,,
TUR1994,1,Turkey,TUR,2,3,OECD Tax Statistics,1994,,,,,,,,,,,,,16.55%,13.93%,0.00%,16.55%,13.93%,8.86%,8.86%,6.25%,6.25%,4.91%,0.00%,4.91%,3.95%,0.96%,0.00%,0.96%,0.00%,1.34%,7.68%,0.00%,7.68%,5.62%,4.02%,0.15%,0.52%,0.52%,0.00%,1.54%,,,,2.62%,,,,13.93%,,6.25%,4.91%,3.95%,0.96%,7.68%,5.62%,0.52%,,,,,,
TUR1995,1,Turkey,TUR,2,3,OECD Tax Statistics,1995,,,,,,,,,,,,,16.78%,14.76%,0.00%,16.78%,14.76%,7.29%,7.29%,5.26%,5.26%,4.75%,0.00%,4.75%,3.62%,1.13%,0.00%,1.13%,0.00%,0.51%,9.49%,0.00%,9.49%,5.74%,4.08%,0.16%,0.57%,0.57%,0.00%,3.19%,,,,2.03%,,,,14.76%,,5.26%,4.75%,3.62%,1.13%,9.49%,5.74%,0.57%,,,,,,
TUR1996,1,Turkey,TUR,2,3,OECD Tax Statistics,1996,,,,,,,,,,,,,18.91%,15.93%,0.00%,18.91%,15.93%,8.27%,8.27%,5.29%,5.29%,4.95%,0.00%,4.95%,3.87%,1.08%,0.00%,1.08%,0.00%,0.34%,10.64%,0.00%,10.64%,6.88%,4.50%,0.22%,0.36%,0.36%,0.00%,3.40%,,,,2.98%,,,,15.93%,,5.29%,4.95%,3.87%,1.08%,10.64%,6.88%,0.36%,,,,,,
TUR1997,1,Turkey,TUR,2,3,OECD Tax Statistics,1997,,,,,,,,,,,,,20.73%,17.73%,0.00%,20.73%,17.73%,9.25%,9.25%,6.25%,6.25%,5.69%,0.00%,5.69%,4.50%,1.19%,0.00%,1.19%,0.00%,0.56%,11.48%,0.00%,11.48%,7.32%,4.86%,0.35%,0.38%,0.38%,0.00%,3.78%,,,,3.00%,,,,17.73%,,6.25%,5.69%,4.50%,1.19%,11.48%,7.32%,0.38%,,,,,,
TUR1998,1,Turkey,TUR,2,3,OECD Tax Statistics,1998,,,,,,,,,,,,,21.11%,18.05%,0.00%,21.11%,18.05%,10.79%,10.79%,7.73%,7.73%,7.00%,0.00%,7.00%,5.76%,1.24%,0.00%,1.24%,0.00%,0.73%,10.32%,0.00%,10.32%,7.31%,4.63%,0.26%,0.30%,0.30%,0.00%,2.71%,,,,3.06%,,,,18.05%,,7.73%,7.00%,5.76%,1.24%,10.32%,7.31%,0.30%,,,,,,
TUR1999,1,Turkey,TUR,2,3,OECD Tax Statistics,1999,,,,,,,,,,,,,23.14%,18.86%,0.00%,23.14%,18.86%,12.20%,12.20%,7.91%,7.91%,7.26%,0.00%,7.26%,5.51%,1.75%,0.00%,1.75%,0.00%,0.65%,10.94%,0.00%,10.94%,8.03%,4.63%,2.66%,0.27%,0.27%,0.00%,2.65%,,,,4.29%,,,,18.86%,,7.91%,7.26%,5.51%,1.75%,10.94%,8.03%,0.27%,,,,,,
TUR2000,1,Turkey,TUR,2,3,OECD Tax Statistics,2000,,,,,,,,,,,,,24.16%,19.63%,0.00%,24.16%,19.63%,12.42%,12.42%,7.90%,7.90%,7.13%,0.00%,7.13%,5.37%,1.76%,0.00%,1.76%,0.00%,0.76%,11.74%,0.00%,11.74%,9.86%,5.84%,2.83%,0.28%,0.28%,0.00%,1.60%,,,,4.53%,,,,19.63%,,7.90%,7.13%,5.37%,1.76%,11.74%,9.86%,0.28%,,,,,,
TUR2001,1,Turkey,TUR,2,3,OECD Tax Statistics,2001,,,,,,,,,,,,,26.10%,20.48%,0.00%,26.10%,20.48%,13.79%,13.79%,8.17%,8.17%,7.53%,0.00%,7.53%,5.75%,1.78%,0.00%,1.78%,0.00%,0.63%,12.32%,0.00%,12.32%,10.28%,6.01%,2.91%,0.19%,0.19%,0.00%,1.85%,,,,5.62%,,,,20.48%,,8.17%,7.53%,5.75%,1.78%,12.32%,10.28%,0.19%,,,,,,
TUR2002,1,Turkey,TUR,2,3,OECD Tax Statistics,2002,,,,,,,,,,,,,24.62%,19.75%,0.00%,24.62%,19.75%,11.68%,11.68%,6.81%,6.81%,6.10%,0.00%,6.10%,4.34%,1.76%,0.00%,1.76%,0.00%,0.71%,12.94%,0.00%,12.94%,11.35%,6.44%,3.95%,0.20%,0.20%,0.00%,1.39%,,,,4.87%,,,,19.75%,,6.81%,6.10%,4.34%,1.76%,12.94%,11.35%,0.20%,,,,,,
TUR2003,1,Turkey,TUR,2,3,OECD Tax Statistics,2003,,,,,,,,,,,,,25.93%,20.54%,0.00%,25.93%,20.54%,12.38%,12.38%,6.99%,6.99%,6.14%,0.00%,6.14%,4.08%,2.07%,0.00%,2.07%,0.00%,0.84%,13.55%,0.00%,13.55%,12.60%,6.46%,4.97%,0.22%,0.22%,0.00%,0.73%,,,,5.40%,,,,20.54%,,6.99%,6.14%,4.08%,2.07%,13.55%,12.60%,0.22%,,,,,,
TUR2004,1,Turkey,TUR,2,3,OECD Tax Statistics,2004,,,,,,,,,,,,,24.07%,18.32%,0.00%,24.07%,18.32%,11.81%,11.81%,6.06%,6.06%,5.32%,0.00%,5.32%,3.58%,1.75%,0.00%,1.75%,0.00%,0.74%,12.27%,0.00%,12.27%,11.23%,5.49%,4.73%,0.26%,0.26%,0.00%,0.78%,,,,5.75%,,,,18.32%,,6.06%,5.32%,3.58%,1.75%,12.27%,11.23%,0.26%,,,,,,
TUR2005,1,Turkey,TUR,2,3,OECD Tax Statistics,2005,,,,,,,,,,,,,24.26%,18.81%,0.00%,24.26%,18.81%,11.54%,11.54%,6.10%,6.10%,5.29%,0.00%,5.29%,3.57%,1.72%,0.00%,1.72%,0.00%,0.81%,12.71%,0.00%,12.71%,11.71%,5.29%,5.14%,0.25%,0.25%,0.00%,0.76%,,,,5.44%,,,,18.81%,,6.10%,5.29%,3.57%,1.72%,12.71%,11.71%,0.25%,,,,,,
TUR2006,1,Turkey,TUR,2,3,OECD Tax Statistics,2006,,,,,,,,,33.74%,28.25%,,,24.52%,19.04%,0.00%,24.52%,19.04%,11.66%,11.66%,6.17%,6.17%,5.29%,0.00%,5.29%,3.82%,1.47%,0.00%,1.47%,0.00%,0.88%,12.87%,0.00%,12.87%,11.66%,5.45%,4.87%,0.28%,0.28%,0.00%,0.92%,9.21%,,,5.49%,,,28.25%,19.04%,9.21%,6.17%,5.29%,3.82%,1.47%,12.87%,11.66%,0.28%,,,,,,
